"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","log10PopCat"
"1936","CA3600031","BIG PINE TRACT","SAN BERNARDINO",300,"140","Privately owned, non-PUC-regulated (Community Water System)",2
"1937","CA3600064","CAMP WATERMAN MWC","SAN BERNARDINO",55,"30","Privately owned Mutual Water Company or Association",1
"1938","CA3600070","CENTER WATER CO","SAN BERNARDINO",662,"49","Privately owned Mutual Water Company or Association",2
"1939","CA3600071","CHAMISAL MWC","SAN BERNARDINO",63,"23","Privately owned Mutual Water Company or Association",1
"1940","CA3600088","DESERT DAWN MWC","SAN BERNARDINO",150,"45","Privately owned Mutual Water Company or Association",2
"1941","CA3600089","DESERT SPRINGS MWC","SAN BERNARDINO",325,"68","Privately owned Mutual Water Company or Association",2
"1942","CA3600114","CSA 70 W-3 HACIENDA","SAN BERNARDINO",695,"153","Local Government",2
"1943","CA3600152","LOMA LINDA UNIVERSITY","SAN BERNARDINO",8500,"83","Privately owned, non-PUC-regulated (Community Water System)",3
"1944","CA3600156","LUCERNE VALLEY MWC","SAN BERNARDINO",275,"70","Privately owned Mutual Water Company or Association",2
"1945","CA3600166","MILL CREEK MSC","SAN BERNARDINO",315,"63","Privately owned, non-PUC-regulated (Community Water System)",2
"1946","CA3600172","MP MINE OPERATIONS LLC","SAN BERNARDINO",172,"25","Privately owned, non-PUC-regulated (Community Water System)",2
"1947","CA3600187","OLIVE DELL RANCH","SAN BERNARDINO",350,"100","Privately owned, non-PUC-regulated (Community Water System)",2
"1948","CA3600196","CSA 70 W-4 PIONEERTOWN","SAN BERNARDINO",400,"120","Local Government",2
"1949","CA3600215","GILBERT STREET COMPLEX","SAN BERNARDINO",1000,"15","Local Government",3
"1950","CA3600220","CSA 42 ORO GRANDE","SAN BERNARDINO",700,"140","Local Government",2
"1951","CA3600226","CSA 70-F MORONGO","SAN BERNARDINO",450,"88","Local Government",2
"1952","CA3600258","SKY FOREST MWC","SAN BERNARDINO",605,"121","Privately owned Mutual Water Company or Association",2
"1953","CA3600260","SMILEY PARK COUNTRY CLUB","SAN BERNARDINO",530,"106","Privately owned Mutual Water Company or Association",2
"1954","CA3600283","DEPARTMENT OF WATER AND POWER","SAN BERNARDINO",388,"125","Local Government",2
"1955","CA3600297","GORDON ACRES WATER CO","SAN BERNARDINO",200,"66","Privately owned, non-PUC-regulated (Community Water System)",2
"1956","CA3600301","STRAWBERRY LODGE MWC","SAN BERNARDINO",640,"128","Privately owned Mutual Water Company or Association",2
"1957","CA3600388","DESERT VIEW MOBILE PARK","SAN BERNARDINO",130,"29","Privately owned, PUC-regulated, for profit water company",2
"1958","CA3600391","HILLCREST MOBILE ESTATES","SAN BERNARDINO",900,"180","Privately owned Mutual Water Company or Association",2
"1959","CA3600397","MOSS MOBILE MANOR","SAN BERNARDINO",290,"43","Privately owned, non-PUC-regulated (Community Water System)",2
"1960","CA3600399","PARADISE MOBILE ESTATES","SAN BERNARDINO",190,"38","Privately owned, non-PUC-regulated (Community Water System)",2
"1961","CA3601010","CRYSTAL LAKE PROPERTY OWNERS","SAN BERNARDINO",213,"61","Privately owned Mutual Water Company or Association",2
"1962","CA3601015","IRONWOOD CAMP","SAN BERNARDINO",1000,"73","Privately owned, non-PUC-regulated (Community Water System)",3
"1963","CA3601182","HIGH DESERT DETENTION CENTER","SAN BERNARDINO",300,"1","Local Government",2
"1964","CA3700071","HEAVENLY OAKS","SAN DIEGO",300,"102","Privately owned, non-PUC-regulated (Community Water System)",2
"1965","CA3700073","H & J WATER COMPANY","SAN DIEGO",50,"34","Privately owned Mutual Water Company or Association",1
"1966","CA3700074","CUYAMACA WATER DISTRICT","SAN DIEGO",200,"159","Privately owned, non-PUC-regulated (Community Water System)",2
"1967","CA3700859","RANCHO DEL CAMPO WATER SYSTEM","SAN DIEGO",290,"110","Local Government",2
"1968","CA3700897","GUATAY MUTUAL BENEFIT CORPORATION","SAN DIEGO",100,"35","Privately owned, non-PUC-regulated (Community Water System)",2
"1969","CA3700933","PALOMAR MOUNTAIN MUTUAL WATER CO.","SAN DIEGO",70,"197","Privately owned Mutual Water Company or Association",1
"1970","CA3700937","LAZY H MUTUAL WATER COMPANY","SAN DIEGO",70,"45","Privately owned Mutual Water Company or Association",1
"1971","CA3700962","OAKVALE PARK","SAN DIEGO",100,"125","Privately owned, non-PUC-regulated (Community Water System)",2
"1972","CA3700968","SAN PASQUAL ACADEMY","SAN DIEGO",350,"42","Local Government",2
"1973","CA3701184","BUTTERFIELD RANCH","SAN DIEGO",350,"75","Privately owned, non-PUC-regulated (Community Water System)",2
"1974","CA3701341","QUIET OAKS MOBILE HOME PARK","SAN DIEGO",120,"45","Privately owned, PUC-regulated, for profit water company",2
"1975","CA3701747","NORTH PEAK MUTUAL WATER COMPANY","SAN DIEGO",25,"92","Privately owned Mutual Water Company or Association",1
"1976","CA3701780","RICHARDSON BEARDSLEY PARK INC.","SAN DIEGO",28,"20","Privately owned Mutual Water Company or Association",1
"1977","CA3701837","WYNOLA WATER DISTRICT","SAN DIEGO",120,"73","Local Government",2
"1978","CA3701934","PINE VALLEY BIBLE CONFERENCE CENTER","SAN DIEGO",350,"44","Privately owned, PUC-regulated, for profit water company",2
"1979","CA3701988","ALPINE OAKS ESTATES LLC","SAN DIEGO",125,"68","Privately owned, non-PUC-regulated (Community Water System)",2
"1980","CA3702236","PALOMAR OBSERVATORY","SAN DIEGO",50,"27","Privately owned, non-PUC-regulated (Community Water System)",1
"1981","CA3900504","CLEMENTS WATER WORKS #43","SAN JOAQUIN",120,"65","Local Government",2
"1982","CA3900505","FARMINGTON WATER COMPANY","SAN JOAQUIN",270,"82","Privately owned, non-PUC-regulated (Community Water System)",2
"1983","CA3900558","RANCHO SAN JOAQUIN WATER SYS","SAN JOAQUIN",141,"51","Local Government",2
"1984","CA3900559","WINE COUNTRY APARTMENTS","SAN JOAQUIN",40,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"1985","CA3900561","LODI LAKE MOBILE HOME PARK","SAN JOAQUIN",104,"52","Privately owned, non-PUC-regulated (Community Water System)",2
"1986","CA3900569","EL RIO MOBILE HOME PARK","SAN JOAQUIN",60,"28","Privately owned, non-PUC-regulated (Community Water System)",1
"1987","CA3900579","CENTURY MOBILE HOME PARK","SAN JOAQUIN",50,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"1988","CA3900596","VILLA CEREZOS","SAN JOAQUIN",200,"82","Privately owned, non-PUC-regulated (Community Water System)",2
"1989","CA3900602","TAHAMA VILLAGE MOBILE HOME PARK","SAN JOAQUIN",200,"68","Privately owned, non-PUC-regulated (Community Water System)",2
"1990","CA3900637","BIG WHEEL MOBILE HOME PARK","SAN JOAQUIN",120,"55","Privately owned, non-PUC-regulated (Community Water System)",2
"1991","CA3900649","GLENWOOD MOBILE HOME PARK","SAN JOAQUIN",100,"50","Privately owned, non-PUC-regulated (Community Water System)",2
"1992","CA3900661","MAPACHE TRAILER PARK","SAN JOAQUIN",275,"99","Privately owned, non-PUC-regulated (Community Water System)",2
"1993","CA3900682","LOCKEFORD MOBILE HOME PARK WTR SYS","SAN JOAQUIN",100,"44","Privately owned, PUC-regulated, for profit water company",2
"1994","CA3900701","CURRIER ESTATES WATER CORP","SAN JOAQUIN",148,"37","Privately owned Mutual Water Company or Association",2
"1995","CA3900726","BENTLEY TRAILER COURT","SAN JOAQUIN",84,"28","Privately owned, non-PUC-regulated (Community Water System)",1
"1996","CA3900732","V & P TRAILER COURT WATER SYSTEM","SAN JOAQUIN",35,"15","Privately owned, non-PUC-regulated (Community Water System)",1
"1997","CA3900733","COUNTRY CLUB VISTA MUTUAL WATER CO","SAN JOAQUIN",75,"31","Privately owned Mutual Water Company or Association",1
"1998","CA3900762","RIVERSIDE MOBILE HOME PARK","SAN JOAQUIN",55,"28","Privately owned, non-PUC-regulated (Community Water System)",1
"1999","CA3900805","MOREHEAD PARK","SAN JOAQUIN",300,"108","Privately owned, PUC-regulated, for profit water company",2
"2000","CA3900813","HAVEN ACRES RIVER CLUB INC","SAN JOAQUIN",100,"51","Privately owned, non-PUC-regulated (Community Water System)",2
"2001","CA3900831","ARBOR MOBILE HOME PARK WS","SAN JOAQUIN",340,"173","Privately owned, non-PUC-regulated (Community Water System)",2
"2002","CA3900921","CARDOZA VILLA CORP","SAN JOAQUIN",30,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"2003","CA3900927","SPRING CREEK ESTATES PWS","SAN JOAQUIN",90,"36","Local Government",1
"2004","CA3900964","SAHARA MOBILE COURT","SAN JOAQUIN",300,"175","Privately owned, non-PUC-regulated (Community Water System)",2
"2005","CA3901081","MOBILE VILLAS TRAILER PARK","SAN JOAQUIN",130,"32","Privately owned, non-PUC-regulated (Community Water System)",2
"2006","CA3901092","SAN JOAQUIN WATER WORKS #2","SAN JOAQUIN",293,"98","Local Government",2
"2007","CA3901114","KING ISLAND TRAILER PARK WATER SYSTEM","SAN JOAQUIN",200,"76","Privately owned, non-PUC-regulated (Community Water System)",2
"2008","CA3901159","WILKINSON MANOR A-ZONE PWS","SAN JOAQUIN",100,"38","Local Government",2
"2009","CA3901172","PAR COUNTRY ESTATES CSA-16","SAN JOAQUIN",120,"51","Local Government",2
"2010","CA3901213","SUNNY ROAD WATER SYSTEM","SAN JOAQUIN",30,"15","Privately owned, non-PUC-regulated (Community Water System)",1
"2011","CA3901216","SANTOS RANCH PWS #5-CSA #35","SAN JOAQUIN",250,"105","Local Government",2
"2012","CA4000200","BASSI RANCH MUTUAL WATER CO.","SAN LUIS OBISPO",85,"27","Privately owned Mutual Water Company or Association",1
"2013","CA4000203","IRISH HILLS MUTUAL WATER CO","SAN LUIS OBISPO",135,"58","Privately owned Mutual Water Company or Association",2
"2014","CA4000230","CANYON CREST MUTUAL BENEFIT WC","SAN LUIS OBISPO",125,"54","Privately owned Mutual Water Company or Association",2
"2015","CA4000506","WOODLAND PARK MUTUAL WATER CO","SAN LUIS OBISPO",500,"151","Privately owned Mutual Water Company or Association",2
"2016","CA4000507","GARDEN FARMS C.W.D.","SAN LUIS OBISPO",240,"107","Local Government",2
"2017","CA4000523","S & T MUTUAL WATER COMPANY","SAN LUIS OBISPO",575,"181","Privately owned Mutual Water Company or Association",2
"2018","CA4000554","GREEN RIVER MUTUAL WATER CO.","SAN LUIS OBISPO",350,"115","Privately owned Mutual Water Company or Association",2
"2019","CA4000563","HIGUERA APARTMENTS","SAN LUIS OBISPO",30,"24","Privately owned, non-PUC-regulated (Community Water System)",1
"2020","CA4000653","RANCHO COLINA MOBILE HOME PARK","SAN LUIS OBISPO",250,"126","Privately owned Mutual Water Company or Association",2
"2021","CA4000670","WALNUT HILLS MUTUAL WATER CO","SAN LUIS OBISPO",486,"26","Privately owned Mutual Water Company or Association",2
"2022","CA4000749","TERRA DE ORO WATER COMPANY","SAN LUIS OBISPO",35,"17","Privately owned, non-PUC-regulated (Community Water System)",1
"2023","CA4000789","SPANISH LAKES MUTUAL WATER CO","SAN LUIS OBISPO",40,"1","Privately owned Mutual Water Company or Association",1
"2024","CA4000802","SANTA YSABEL RANCH MWC","SAN LUIS OBISPO",25,"146","Privately owned Mutual Water Company or Association",1
"2025","CA4000815","LAS VENTANAS RANCH","SAN LUIS OBISPO",100,"25","Privately owned Mutual Water Company or Association",2
"2026","CA4200505","CACHUMA VILLAGE","SANTA BARBARA",60,"24","Privately owned, non-PUC-regulated (Community Water System)",1
"2027","CA4200531","RANCHO MARCELINO WAT","SANTA BARBARA",240,"80","Privately owned Mutual Water Company or Association",2
"2028","CA4200556","FOSTER ROAD MWC","SANTA BARBARA",150,"49","Privately owned, non-PUC-regulated (Community Water System)",2
"2029","CA4200578","PAINTED CAVE","SANTA BARBARA",243,"85","Privately owned, non-PUC-regulated (Community Water System)",2
"2030","CA4200579","ROSARIO PARK","SANTA BARBARA",38,"14","Privately owned Mutual Water Company or Association",1
"2031","CA4200580","SAN MARCOS TROUT CLUB","SANTA BARBARA",120,"33","Privately owned, non-PUC-regulated (Community Water System)",2
"2032","CA4200618","MIDLAND SCHOOL","SANTA BARBARA",150,"45","Privately owned, non-PUC-regulated (Community Water System)",2
"2033","CA4200678","SANTA ANITA MWC","SANTA BARBARA",38,"19","Privately owned Mutual Water Company or Association",1
"2034","CA4200693","ELLWOOD MUTUAL WATER CO.","SANTA BARBARA",186,"56","Privately owned, non-PUC-regulated (Community Water System)",2
"2035","CA4200702","VIEJA MUTUAL WATER CO.","SANTA BARBARA",75,"25","Privately owned Mutual Water Company or Association",1
"2036","CA4200703","EL CAPITAN MUTUAL WATER CO","SANTA BARBARA",135,"20","Privately owned Mutual Water Company or Association",2
"2037","CA4200721","NAPLES","SANTA BARBARA",67,"23","Privately owned, non-PUC-regulated (Community Water System)",1
"2038","CA4200800","EAST VALLEY FARMS MUTUAL WATER","SANTA BARBARA",125,"40","Privately owned Mutual Water Company or Association",2
"2039","CA4200802","OAK TRAIL RANCH","SANTA BARBARA",105,"31","Privately owned Mutual Water Company or Association",2
"2040","CA4200804","WALKING M RANCHES","SANTA BARBARA",54,"17","Privately owned Mutual Water Company or Association",1
"2041","CA4200822","SANTA RITA WATER","SANTA BARBARA",66,"20","Privately owned Mutual Water Company or Association",1
"2042","CA4200837","RANCHO YNECITA","SANTA BARBARA",126,"39","Privately owned, non-PUC-regulated (Community Water System)",2
"2043","CA4200842","SAINT MARIE MHP","SANTA BARBARA",250,"80","Privately owned, non-PUC-regulated (Community Water System)",2
"2044","CA4200848","VISTA HILLS MWC","SANTA BARBARA",75,"21","Privately owned, non-PUC-regulated (Community Water System)",1
"2045","CA4200862","MESA HILLS MUTUAL","SANTA BARBARA",54,"36","Privately owned Mutual Water Company or Association",1
"2046","CA4200870","CASMALIA COMM. SERVICE DIST.","SANTA BARBARA",234,"55","Local Government",2
"2047","CA4200891","BOBCAT SPRINGS MUTUAL","SANTA BARBARA",120,"31","Privately owned Mutual Water Company or Association",2
"2048","CA4400502","TROUT GULCH MUTUAL WATER COMPANY","SANTA CRUZ",552,"184","Privately owned Mutual Water Company or Association",2
"2049","CA4400539","MANANA WOODS","SANTA CRUZ",350,"109","Local Government",2
"2050","CA4400558","SAN ANDREAS MUTUAL WATER CO","SANTA CRUZ",350,"140","Privately owned Mutual Water Company or Association",2
"2051","CA4400582","PINE TREE LANE MUTUAL WATER CO","SANTA CRUZ",40,"34","Privately owned, non-PUC-regulated (Community Water System)",1
"2052","CA4400598","PURESOURCE WATER, INC","SANTA CRUZ",172,"79","Privately owned, PUC-regulated, for profit water company",2
"2053","CA4400599","SUNSET BEACH MUTUAL WATER CO","SANTA CRUZ",150,"65","Privately owned Mutual Water Company or Association",2
"2054","CA4400605","CRESTWOOD HEIGHTS WATER ASSN","SANTA CRUZ",45,"45","Privately owned Mutual Water Company or Association",1
"2055","CA4400611","JARVIS MUTUAL WATER SYSTEM","SANTA CRUZ",53,"38","Privately owned, non-PUC-regulated (Community Water System)",1
"2056","CA4400617","SUMMIT WEST MUTUAL WATER CO.","SANTA CRUZ",400,"139","Privately owned Mutual Water Company or Association",2
"2057","CA4400618","RIDGE MUTUAL WATER COMPANY","SANTA CRUZ",240,"73","Privately owned Mutual Water Company or Association",2
"2058","CA4400624","RANCHO CORRALITOS","SANTA CRUZ",60,"31","Privately owned Mutual Water Company or Association",1
"2059","CA4400645","HIDDEN MEADOW MUTUAL WATER CO","SANTA CRUZ",45,"16","Privately owned Mutual Water Company or Association",1
"2060","CA4400660","RANCHO SAN ANDREAS","SANTA CRUZ",200,"50","Privately owned, non-PUC-regulated (Community Water System)",2
"2061","CA4400692","ALLAN LANE WATER ASSOCIATION","SANTA CRUZ",54,"16","Privately owned Mutual Water Company or Association",1
"2062","CA4400723","MISSION SPRINGS CONFERENCE CENTER","SANTA CRUZ",400,"138","Privately owned, non-PUC-regulated (Community Water System)",2
"2063","CA4400755","MONTEREY BAY ACADEMY","SANTA CRUZ",400,"65","Privately owned, non-PUC-regulated (Community Water System)",2
"2064","CA4400762","SHERIFF'S REHAB","SANTA CRUZ",150,"4","Local Government",2
"2065","CA4500007","VERDE VALE WATER COMPANY","SHASTA",356,"108","Privately owned Mutual Water Company or Association",2
"2066","CA4500012","CASCADE RACQUET CLUB MUTUAL WATER","SHASTA",89,"27","Privately owned Mutual Water Company or Association",1
"2067","CA4500013","LAKESIDE WOODS MUTUAL WATER CO","SHASTA",310,"112","Privately owned Mutual Water Company or Association",2
"2068","CA4500016","LAKEHEAD SUBD MUTUAL WATER CO","SHASTA",40,"17","Privately owned, non-PUC-regulated (Community Water System)",1
"2069","CA4500018","SALT CREEK SUMMER HOMES","SHASTA",151,"47","Privately owned, non-PUC-regulated (Community Water System)",2
"2070","CA4500062","LONE TREE MOBILE HOME PARK","SHASTA",85,"26","Privately owned, non-PUC-regulated (Community Water System)",1
"2071","CA4500063","CEDAR CREEK MOBILEHOME PARK","SHASTA",40,"20","Privately owned, non-PUC-regulated (Community Water System)",1
"2072","CA4500082","MIDWAY MOBILEHOME PARK","SHASTA",50,"29","Privately owned, non-PUC-regulated (Community Water System)",1
"2073","CA4500093","RED HILL MOBILEHOME PARK","SHASTA",35,"24","Privately owned, non-PUC-regulated (Community Water System)",1
"2074","CA4500101","LAKE SHASTA PINES RV PARK & CAMPGROUND","SHASTA",121,"50","Privately owned, non-PUC-regulated (Community Water System)",2
"2075","CA4500104","SUNRISE MOBILEHOME PARK","SHASTA",25,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"2076","CA4500106","RIO VISTA MOBILEHOME ESTATES","SHASTA",25,"19","Privately owned, non-PUC-regulated (Community Water System)",1
"2077","CA4500107","ZUFALL'S MOBILEHOME PARK","SHASTA",165,"72","Privately owned, PUC-regulated, for profit water company",2
"2078","CA4500203","RAPID RIVER MOBILEHOME PARK","SHASTA",92,"44","Privately owned, non-PUC-regulated (Community Water System)",1
"2079","CA4500247","WEST COTTONWOOD APARTMENTS","SHASTA",35,"17","Privately owned, non-PUC-regulated (Community Water System)",1
"2080","CA4500254","ANDERSON PARK VILLAGE","SHASTA",110,"41","Privately owned, non-PUC-regulated (Community Water System)",2
"2081","CA4500255","SACRAMENTO RIVER RV PARK","SHASTA",382,"156","Privately owned, non-PUC-regulated (Community Water System)",2
"2082","CA4500303","TUCKER OAKS EAST WATER DISTRICT","SHASTA",95,"34","Privately owned, non-PUC-regulated (Community Water System)",1
"2083","CA4500313","SHASTA CO CSA # 8 PALO CEDRO","SHASTA",261,"79","Local Government",2
"2084","CA5000008","KNIGHTS FERRY COMM. SVC. DIST.","STANISLAUS",168,"67","Local Government",2
"2085","CA5000019","RIVERDALE PARK TRACT CSD","STANISLAUS",610,"178","Privately owned Mutual Water Company or Association",2
"2086","CA5000033","COBLES CORNER","STANISLAUS",50,"20","Privately owned, non-PUC-regulated (Community Water System)",1
"2087","CA5000054","MORNINGSIDE MOBILEHOME PARK","STANISLAUS",67,"49","Privately owned, non-PUC-regulated (Community Water System)",1
"2088","CA5000058","FISHERMAN'S BEND MHP","STANISLAUS",80,"87","Privately owned, non-PUC-regulated (Community Water System)",1
"2089","CA5000072","MULBERRY MHP","STANISLAUS",148,"53","Privately owned, non-PUC-regulated (Community Water System)",2
"2090","CA5000080","COUNTRY WESTERN MOBILE HOME PARK","STANISLAUS",90,"60","Privately owned, non-PUC-regulated (Community Water System)",1
"2091","CA5000090","RIVERVIEW MOBILE HOME ESTATES","STANISLAUS",250,"175","Privately owned, non-PUC-regulated (Community Water System)",2
"2092","CA5000099","DEL RIO EAST HOA WATER SYSTEM","STANISLAUS",110,"55","Privately owned, non-PUC-regulated (Community Water System)",2
"2093","CA5000218","COUNTRY VILLA APTS","STANISLAUS",90,"23","Privately owned, non-PUC-regulated (Community Water System)",1
"2094","CA5000263","OASIS INVESTMENTS","STANISLAUS",75,"31","Privately owned, non-PUC-regulated (Community Water System)",1
"2095","CA5000297","BUEHNER HOUSES","STANISLAUS",25,"13","Privately owned, non-PUC-regulated (Community Water System)",1
"2096","CA5000313","BUEHNER WATER SYSTEM","STANISLAUS",150,"50","Privately owned, non-PUC-regulated (Community Water System)",2
"2097","CA5000316","HAKAM MISSON","STANISLAUS",45,"14","Privately owned, non-PUC-regulated (Community Water System)",1
"2098","CA5000317","OID #51 - SUNSET OAKS #10","STANISLAUS",287,"82","Privately owned, non-PUC-regulated (Community Water System)",2
"2099","CA5000408","WESTLEY CSD","STANISLAUS",70,"35","Local Government",1
"2100","CA5200007","HOWELL'S LAKESIDE WATER CO.","TEHAMA",75,"55","Privately owned, non-PUC-regulated (Community Water System)",1
"2101","CA5200008","BREESE SUBDIVISION 2","TEHAMA",75,"30","Privately owned, non-PUC-regulated (Community Water System)",1
"2102","CA5200012","VISTA GRANDE WATER SYSTEM","TEHAMA",400,"141","Privately owned, PUC-regulated, for profit water company",2
"2103","CA5200255","CORNING RV PARK","TEHAMA",112,"40","Privately owned, non-PUC-regulated (Community Water System)",2
"2104","CA5200510","RIVER RANCH MOBILE HOME PARK","TEHAMA",305,"109","Privately owned, non-PUC-regulated (Community Water System)",2
"2105","CA5200516","LAZY CORRAL MOBILE HOME PARK","TEHAMA",103,"37","Privately owned, non-PUC-regulated (Community Water System)",2
"2106","CA5200539","FRIENDLY ACRES MHP","TEHAMA",75,"51","Privately owned, non-PUC-regulated (Community Water System)",1
"2107","CA5200547","GATEWAY MOBILE HOME PARK","TEHAMA",75,"30","Privately owned, non-PUC-regulated (Community Water System)",1
"2108","CA5200548","LASSEN VIEW WATER DISTRICT","TEHAMA",85,"30","Privately owned Mutual Water Company or Association",1
"2109","CA5200556","MAYWOOD MOBILE HOME PARK","TEHAMA",140,"50","Privately owned, non-PUC-regulated (Community Water System)",2
"2110","CA5200562","SKY VIEW COUNTY WATER","TEHAMA",412,"85","Local Government",2
"2111","CA5200571","MOUNTAIN VALLEY APTS & RVP","TEHAMA",131,"47","Privately owned, non-PUC-regulated (Community Water System)",2
"2112","CA5200575","RANCHO COLORADO WS","TEHAMA",36,"12","Privately owned, non-PUC-regulated (Community Water System)",1
"2113","CA5200588","JUANITA COURT MUTUAL WATER","TEHAMA",42,"14","Privately owned Mutual Water Company or Association",1
"2114","CA5200657","NORCAL WATER WORKS","TEHAMA",45,"17","Privately owned, PUC-regulated, for profit water company",1
"2115","CA5201137","MILLSTREAM MOBILE HOME PARK","TEHAMA",80,"53","Privately owned, non-PUC-regulated (Community Water System)",1
"2116","CA5700571","MADISON SERVICE DIST","YOLO",876,"150","Local Government",2
"2117","CA5700615","YOLO CO HOUSING AUTHORITY-EL RIO VILLA","YOLO",432,"113","Privately owned, non-PUC-regulated (Community Water System)",2
"2118","CA5700700","CACHEVILLE SERVICE DIST","YOLO",400,"160","Local Government",2
"2119","CA5700712","CAL AM - DUNNIGAN","YOLO",400,"173","Privately owned, PUC-regulated, for profit water company",2
"2120","CA5700788","NORTH DAVIS MEADOWS","YOLO",314,"95","Local Government",2
"2121","CA5700797","MONROE/LEINBERGER CNTR - WATERS","YOLO",800,"10","Local Government",2
"2122","CA5800572","FAIRWAY DOWNS MUTUAL WATER CO","YUBA",100,"28","Privately owned Mutual Water Company or Association",2
"2123","CA5800803","LOMA RICA WATER COMPANY","YUBA",200,"70","Privately owned, PUC-regulated, for profit water company",2
"2124","CA5800805","LAKE FRANCIS MUTUAL WATER COMPANY","YUBA",60,"19","Privately owned, non-PUC-regulated (Community Water System)",1
"2125","CA5800807","AEROPINES","YUBA",45,"21","Privately owned Mutual Water Company or Association",1
"2126","CA5800814","BULLARD'S BAR REC FAC WTR SYS","YUBA",2200,"44","Local Government",3
"2127","CA5800820","RIVER HIGHLANDS CSD","YUBA",200,"84","Local Government",2
"2128","CA5800823","COUNTRY AIR MOBILE HOME PARK","YUBA",100,"33","Privately owned, non-PUC-regulated (Community Water System)",2
"2129","CA5800824","COUNTRY VILLAGE MOBILE HOME PARK","YUBA",50,"45","Privately owned, non-PUC-regulated (Community Water System)",1
"2130","CA5800828","COUNTRYSIDE MOBILE HOME PARK","YUBA",185,"86","Privately owned, non-PUC-regulated (Community Water System)",2
"2131","CA5800832","CASTLEWOOD MOBILE HOME PARK","YUBA",200,"88","Privately owned, non-PUC-regulated (Community Water System)",2
"2132","CA5800850","REBEL RIDGE VILLAGE","YUBA",60,"42","Privately owned, non-PUC-regulated (Community Water System)",1
"2133","CA5800851","FEATHER RIVER MANOR","YUBA",35,"6","Privately owned, non-PUC-regulated (Community Water System)",1
"2134","CA5800863","FELLOWSHIP OF FRIENDS","YUBA",325,"15","Privately owned, non-PUC-regulated (Community Water System)",2
"2135","CA5800924","CAMPTONVILLE COMMUNITY SERV DIST","YUBA",180,"85","Local Government",2
"2136","CA1009051","CANTUA CREEK VINEYARDS, IV, LLC.","FRESNO",50,"15","Privately owned, non-PUC-regulated (Community Water System)",1
"2137","CA1009111","SCE/BIG CREEK POWERHOUSE #1","FRESNO",126,"76","Privately owned, non-PUC-regulated (Community Water System)",2
"2138","CA1009147","FARMING D","FRESNO",110,"29","Privately owned, non-PUC-regulated (Community Water System)",2
"2139","CA1009179","BRITZ/FIVE POINT SYSTEM","FRESNO",76,"23","Privately owned, non-PUC-regulated (Community Water System)",1
"2140","CA1009214","WESTSIDE HARVESTING","FRESNO",25,"24","Privately owned, non-PUC-regulated (Community Water System)",1
"2141","CA1009222","TERRA LINDA FARMS","FRESNO",40,"9","Privately owned, non-PUC-regulated (Community Water System)",1
"2142","CA1009232","SUMNER PECK RANCH","FRESNO",85,"19","Privately owned, non-PUC-regulated (Community Water System)",1
"2143","CA1009258","SAN ANDREAS FARMS","FRESNO",25,"7","Privately owned, PUC-regulated, for profit water company",1
"2144","CA1010004","COALINGA-CITY","FRESNO",16791,"3561","Local Government",4
"2145","CA1010005","FIREBAUGH CITY","FRESNO",7619,"1642","Local Government",3
"2146","CA1010013","HUME LAKE CHRISTIAN CAMPS, INC","FRESNO",2657,"388","Privately owned, non-PUC-regulated (Community Water System)",3
"2147","CA1010018","KERMAN, CITY OF","FRESNO",14349,"3478","Local Government",4
"2148","CA1010019","KINGSBURG, CITY OF","FRESNO",11504,"3704","Local Government",4
"2149","CA1010025","CITY OF PARLIER","FRESNO",15250,"2580","Privately owned, non-PUC-regulated (Community Water System)",4
"2150","CA1010027","REEDLEY, CITY OF","FRESNO",24194,"6342","Local Government",4
"2151","CA1010034","SAN JOAQUIN, CITY OF","FRESNO",4060,"730","Local Government",3
"2152","CA1010035","DEL REY COMMUNITY SERV DIST","FRESNO",1500,"328","Local Government",3
"2153","CA1010039","CARUTHERS COMM SERV DIST","FRESNO",2503,"696","Local Government",3
"2154","CA1010051","FCWWD #18/FRIANT","FRESNO",772,"251","Local Government",2
"2155","CA1010052","SIERRA CEDARS CSD","FRESNO",850,"229","Privately owned, non-PUC-regulated (Community Water System)",2
"2156","CA1010055","FCSA #47/QUAIL LAKE ESTATES","FRESNO",1982,"709","Local Government",3
"2157","CA5400504","A AND A  MOBILE HOME PARK","TULARE",154,"62","Privately owned, non-PUC-regulated (Community Water System)",2
"2158","CA5400506","NORTH KAWEAH MWC","TULARE",560,"71","Privately owned Mutual Water Company or Association",2
"2159","CA5400523","EL MONTE VILLAGE MHP","TULARE",100,"47","Privately owned, non-PUC-regulated (Community Water System)",2
"2160","CA5400544","ALLENSWORTH CSD","TULARE",521,"156","Local Government",2
"2161","CA5400550","SEVILLE WATER CO","TULARE",480,"90","Local Government",2
"2162","CA5400567","TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC","TULARE",340,"77","Privately owned Mutual Water Company or Association",2
"2163","CA5400604","MOUNTAIN VIEW DUPLEXES","TULARE",103,"14","Privately owned, non-PUC-regulated (Community Water System)",2
"2164","CA5400616","LEMON COVE WATER CO","TULARE",109,"60","Local Government",2
