"","pwsid","PI_INFRASTRUCT_LEAKAGE_INDEX","REPORTING_YEAR","WATER_SUPPLIER_NAME","SUPPLIER_NAME"
"958","CAcharacter(0)",1.932872909,2018,"Golden State Water Company - Florence Graham","Golden State Water Company - Florence Graham"
"959","CAcharacter(0)",1.392565537,2018,"Golden State Water Company - Norwalk","Golden State Water Company - Norwalk"
"960","CAcharacter(0)",3.417360159,2018,"Golden State Water Company - Orcutt","Golden State Water Company - Orcutt"
"961","CA3010073",1.14087609,2018,"Moulton Niguel Water District","Moulton Niguel Water District"
"962","CAcharacter(0)",1.393547256,2018,"Golden State Water Company - Placentia","Placentia - Yorba Linda- GSWC"
"963","CAcharacter(0)",0.446334459,2018,"Golden State Water Company - San Dimas","San Dimas Golden State Water Company"
"964","CAcharacter(0)",0.642703368,2018,"Golden State Water Company - Simi Valley","Golden State Water Company - Simi Valley"
"965","CAcharacter(0)",0.906463327,2018,"Golden State Water Company - South Arcadia","So. Arcadia Golden State Water Company"
"966","CAcharacter(0)",3.582580963,2018,"Golden State Water Company - South San Gabriel","So. San Gabriel Golden State Water Company"
"967","CA1910155",0.79497075,2018,"Golden State Water Company - Southwest","Golden State Water Company - Southwest"
"968","CA3010022",0.913944621,2018,"Golden State Water Company - West Orange","Golden State Water Company - West Orange County System"
"969","CAcharacter(0)",2.443703953,2018,"Golden State Water Company - Claremont","Claremont Golden State Water Company"
"970","CAcharacter(0)",1.181850384,2018,"Western Municipal Water District Of Riverside","WMWD - RIVERSIDE"
"971","CA3710015",1.096312,2019,"Poway  City Of","City of Poway"
"972","CA1910067",1.60801602,2019,"Los Angeles City Department Of Water And Power","Los Angeles Department of Water and Power"
"973","CA1910213",0.0245,2018,"Torrance  City Of","Torrance Municipal Water District"
"974","CA3710019",0.27658594,2018,"Ramona Municipal Water District","Ramona Municipal Water District"
"975","CAcharacter(0)",1.164168832,2018,"Seal Beach  City Of","City of Seal Beach"
"976","CAcharacter(0)",1.529741559,2018,"Escondido  City Of","City of Escondido"
"977","CA4310014",1.053344296,2018,"Sunnyvale  City Of","City of Sunnyvale"
"978","CA1910225",0.350643347,2018,"Las Virgenes Municipal Water District","Las Virgenes Municipal Water District"
"979","CA3610029",NA,2019,"Monte Vista Water District","Monte Vista Water District"
"980","CA0710006",3.991393986,2018,"Martinez  City Of","City of Martinez"
"981","CA3610057",0.216757454,2018,"Riverside Highland Water Company","Riverside Highland Water Company"
"982","CAcharacter(0)",2.458158016,2018,"San Bernardino  City Of","San Bernardino Municipal Water Department"
"983","CA3310001",2.302942323,2019,"Coachella Valley Water District","Coachella Valley Water District"
"984","CA3610014",2.712736503,2018,"Colton  City Of","City of Colton"
"985","CA5610017",0.566326092,2018,"San Buenaventura  City Of (Ventura)","City of San Buenaventura / Ventura Water"
"986","CA4810001",3.322418928,2017,"Benicia  City Of","City of Benicia"
"987","CA0110001",1.784262709,2018,"Alameda County Water District","Alameda County Water District"
"988","CA1510019",0.334117628,2018,"Shafter  City Of","City of Shafter"
"989","CA40",6.830604246,2018,"Sacramento County Water Agency","Sacramento County Water Agency"
"990","CA40",2.658981233,2018,"Sacramento County Water Agency","Sacramento County Water Agency"
"991","CAcharacter(0)",1.042783298,2018,"Marin Municipal Water District","Marin Municipal Water District"
"992","CA3010038",1.000905969,2018,"Santa Ana  City Of","City of Santa Ana"
"993","CAc(""54"", ""10010"")",3.407431872,2018,"Porterville  City Of","City of Porterville"
"994","CA1510031",-2.519432464,2018,"Bakersfield  City Of","City of Bakersfield"
"995","CAc(""07"", ""10008"")",2.037916151,2019,"Pittsburg  City Of","City of Pitsburg"
"996","CA5610016",2.044978019,2018,"California Water Service Company Westlake","California Water Service-WLK"
"997","CA1910205",0.749000663,2018,"Suburban Water Systems - San Jose Hills","Suburban Water Systems"
"998","CA4410010",0.963031698,2018,"Santa Cruz  City Of","City of Santa Cruz Water Department"
"999","CA4110011",0.581308508,2019,"Coastside County Water District","Coastside County Water District"
"1000","CA1910174",1.024245304,2018,"Suburban Water Systems - Whittier/La Mirada","Suburban Water Systems"
"1001","CAcharacter(0)",1.018476565,2018,"Huntington Beach  City Of","City of Huntington Beach"
"1002","CA4310018",1.163530682,2018,"Cupertino  City Of","City of Cupertino"
"1003","CA4310011",1.408507212,2018,"San Jose Water Company","San Jose Water Company"
"1004","CA5610007",1.258197488,2018,"Oxnard  City Of","City of Oxnard"
"1005","CAcharacter(0)",0.782369355,2019,"Mountain View  City Of","City of Mountain View"
"1006","CA4310005",2.189195102,2018,"Milpitas  City Of","City of Milpitas"
"1007","CAcharacter(0)",0.60407458,2019,"Big Bear Lake  City Of","City of Big Bear Lake Department of Water and Power"
"1008","CA3010001",1.676130733,2018,"Anaheim  City Of","City of Anaheim Public Utilities Department"
"1009","CA2110003",0.252205655,2018,"North Marin Water District","North Marin Water District"
"1010","CA4210010",1.071690867,2019,"Santa Barbara  City Of","City of Santa Barbara"
"1011","CA1910090",0.856473875,2018,"Monrovia  City Of","City of Monrovia"
"1012","CA1910140",1.247934344,2018,"Rubio Canyon Land And Water Association","Rubio Ca“on Land and Water Association"
"1013","CA2910003",2.916161165,2018,"Truckee - Donner Public Utilities District","Truckee Donner Public Utility District"
"1014","CAcharacter(0)",2.643737342,2018,"Yuba City","Yuba City Water Department"
"1015","CAcharacter(0)",NA,2019,"Castaic Lake Water Agency","Santa Clarita Valley Water Agency"
"1016","CAcharacter(0)",1.991851043,2018,"Valencia Water Company","Valencia Water Company"
"1017","CA5010018",2.166198098,2018,"Riverbank  City Of","City of Riverbank"
"1018","CAcharacter(0)",NA,NA,"Azusa Light and Water",NA
"1019","CA1910007",5.528077627,2018,"Azusa Light and Water","Azusa Light & Water"
"1020","CA1210016",1.445185813,2018,"McKinleyville Community Services District","McKinleyville Community Services District"
"1021","CAcharacter(0)",1.268656429,2018,"Trabuco Canyon Water District","Trabuco Canyon Water District"
"1022","CA0410011",1.046973229,2018,"Del Oro Water Company","DEL ORO WATER COMPANY"
"1023","CA1210009",4.860235172,2018,"Humboldt Community Services District","2018-Humboldt Community Services District"
"1024","CAcharacter(0)",1.101912713,2018,"Hi Desert Water District","Hi-Desert Water District"
"1025","CAcharacter(0)",1.79640244,2018,"La Habra  City Of","La Habra"
"1026","CA4310004",2.024784432,2018,"Gilroy  City Of","City of Gilroy"
"1027","CA3110008",1.883001108,2018,"Roseville  City Of","City of Roseville"
"1028","CA3610049",1.03365866,2018,"Twentynine Palms Water District","Twentynine Palms Water District"
"1029","CAcharacter(0)",0.0894,2019,"Long Beach  City Of","Long Beach Water Department"
"1030","CAcharacter(0)",3.247584259,2018,"Cloverdale  City of","City of Cloverdale"
"1031","CA1210004",1.668595758,2018,"Eureka  City Of","City of Eureka"
"1032","CAcharacter(0)",0.610511229,2018,"San Clemente  City Of","City of San Clemente"
"1033","CA4010011",0.291390997,2018,"Morro Bay  City Of","City of Morro Bay"
"1034","CA1210006",2.580495964,2018,"Fortuna  City Of","City of Fortuna"
"1035","CA3610004",2.921933631,2018,"West Valley Water District","West Valley Water District"
"1036","CAcharacter(0)",1.149424837,2018,"La Palma  City Of","City of La Palma"
"1037","CA4010014",0.429536525,2018,"Cambria Community Service District","Cambria Community Services District"
"1038","CA1210013",NA,2018,"Humboldt Bay Municipal Water District","Humboldt Bay Municipal Water District"
"1039","CA5610011",0.503318269,2018,"Santa Paula  City Of","City of Santa Paula"
"1040","CAcharacter(0)",1.545903282,2018,"Buena Park  City Of","Buena Park"
"1041","CAcharacter(0)",-0.106270433,2018,"Ventura County Waterworks District No 01 - Moorpark","Ventura County Waterworks District 1"
"1042","CAcharacter(0)",-0.170745455,2019,"Padre Dam Municipal Water District","Padre Dam Municipal Water District"
"1043","CAcharacter(0)",NA,NA,"Brentwood  City Of",NA
"1044","CAcharacter(0)",0.687945423,2018,"Palo Alto  City Of","City of Palo Alto"
"1045","CAc(""31"", ""10001"")",2.501453574,2018,"North Tahoe Public Utilities District","North Tahoe Public Utility Distrct"
"1046","CA3710029",1.175179486,2018,"Olivenhain Municipal Water District","Olivenhain Municipal Water District"
"1047","CA0810001",4.676598537,2018,"Crescent City","Crescent City"
"1048","CA1910204",1.237726079,2018,"Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey","Los Angeles County Waterworks District No. 29"
"1049","CA3610005",0.678262637,2019,"Lake Arrowhead Community Services District","Lake Arrowhead Community Services District"
"1050","CAcharacter(0)",3.834919177,2018,"Fresno  City Of","City of Fresno"
"1051","CAcharacter(0)",1.285748589,2016,"Ventura County Waterworks District No 01 - Moorpark","Ventura County Waterworks District 1"
"1052","CAcharacter(0)",2.383716966,2017,"Ventura County Waterworks District No 01 - Moorpark","Ventura County Waterworks District 1"
"1053","CA3310016",0.60788056,2018,"Hemet  City Of","City of Hemet Water Dept."
"1054","CA5610009",0.0893,2018,"Port Hueneme  City Of","Port Hueneme Water Department"
"1055","CA3310021",1.272363207,2018,"Jurupa Community Service District","Jurupa Community Services District"
"1056","CA5610080",NA,2018,"Port Hueneme Water Agency","Port Hueneme Water Agency"
"1057","CAcharacter(0)",0.889929366,2019,"Lakeside Water District","Lakeside Water District"
"1058","CA4110016",0.487778971,2018,"Hillsborough  Town Of","Town of Hillsborough"
"1059","CA4510014",1.442664939,2018,"Bella Vista Water District","Bella Vista Water District"
"1060","CA4910013",1.391542747,2018,"Valley Of The Moon Water District","Valley of the Moon Water District"
"1061","CA1910038",1.776336851,2018,"El Monte  City Of","City of El Monte"
"1062","CA0710009",0.610712199,2019,"Discovery Bay Community Services District","Town of Discovery Bay Community Services District"
"1063","CAcharacter(0)",1.469142618,2018,"Garden Grove  City Of","City of Garden Grove"
"1064","CA3610013",5.634818133,2018,"Loma Linda  City Of","City of Loma"
"1065","CA1910204",1.163174579,2018,"Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey","Los Angeles County Waterworks District No. 29"
"1066","CAc(""1910203"", ""1910070"", ""1910027"", ""1910025"", ""1910005"")",2.376059532,2018,"Los Angeles County Waterworks District 40 - Antelope Valley","Los Angeles County Waterworks District No. 40"
"1067","CAcharacter(0)",1.450875019,2018,"Fair Oaks Water District","Fair Oaks Water District"
"1068","CA1910049",1.409322081,2018,"Huntington Park  City Of","City of Huntington Park"
"1069","CA1910157",1.352312191,2018,"Sunny Slope Water Company","Sunny Slope Water Company"
"1070","CAcharacter(0)",0.613914753,2019,"Dublin San Ramon Services District","Dublin San Ramon Services District"
"1071","CA1910019",0.527899026,2018,"Cerritos  City Of","City of Cerritos"
"1072","CA3310009",1.961358084,2019,"Eastern Municipal Water District","Eastern Municipal Water District"
"1073","CA3610121",4.905075101,2019,"San Bernardino County Service Area 64 Spring Valley Lake","San Bernardino County Service Area 64 - Spring Valley Lake"
"1074","CA1910043",0.879171829,2018,"Glendale  City Of","City of Glendale/GWP"
"1075","CA3610125",1.549242987,2019,"San Bernardino County Service Area 70 J Oak Hills","San Bernardino County Service Area 70 J - Oak Hills"
"1076","CA1510020",2.211178492,2018,"Tehachapi  City Of","City of Tehachapi"
"1077","CA4110022",1.567787756,2019,"Redwood City","City of Redwood City"
"1078","CAcharacter(0)",0.202321835,2018,"Ventura County Waterworks District No 08 - Simi Valley","City of Simi Valley"
"1079","CA3310005",4.115700508,2018,"Desert Water Agency","Desert Water Agency"
"1080","CA3710027",0.643637179,2018,"Vista Irrigation District","Vista Irrigation District"
"1081","CA1910091",1.848189136,2018,"Montebello Land And Water Company","Montebello Land & Water Co."
"1082","CA3610041",2.463149768,2018,"San Gabriel Valley Water Company   Fontana Division","San Gabriel Valley Water Company - Fontana Water Company Division"
"1083","CAcharacter(0)",2.935375003,2018,"Palmdale Water District","Palmdale Water District"
"1084","CA3710002",0.828599605,2018,"Vallecitos Water District","Vallecitos Water District"
"1085","CA3910006",3.212422924,2018,"Stockton  City Of","City of Stockton"
"1086","CA1910211",0.514452194,2018,"Liberty Utilities (Park Water) Corp","Liberty Utilities (Park Water)"
"1087","CA1910211",0.453662794,2018,"Liberty Utilities (Park Water) Corp","Liberty Utilities (Park Water)"
"1088","CA1910161",-0.0119,2018,"Liberty Utilities (Park Water) Corp","Liberty Utilities (Park Water)"
"1089","CA1910009",1.107951957,2018,"Valley County Water District","Valley County Water District"
"1090","CA1910105",0.859988994,2019,"Paramount  City Of","City of Paramount"
"1091","CA5610043",0.0182,2019,"Triunfo Sanitation District/Oak Park Water Service","TSD/Oak Park Water Service"
"1092","CA3310008",2.803392345,2018,"Mission Springs Water District","Mission Springs Water District"
"1093","CA4210007",1.331173059,2018,"Montecito Water District","Montecito Water District"
"1094","CA1910051",0.439343636,2018,"Inglewood  City Of","City of Inglewood"
"1095","CA4310012",1.395447812,2018,"Santa Clara  City Of","City of Santa Clara - Water & Sewer Utilities"
"1096","CAc(""3010068"", ""3010093"")",NA,2018,"East Orange County Water District","East Orange County Water District"
"1097","CA3610034",0.815462499,2018,"Ontario  City Of","City of Ontario"
"1098","CA1910126",0.346754213,2018,"Pomona  City Of","City of Pomona"
"1099","CA0371005",-0.203052589,2019,"Sweetwater Authority","Sweetwater Authority"
"1100","CAc(""1910039"", ""1910189"")",0.0994,2018,"San Gabriel Valley Water Company","San Gabriel Valley Water Company - Los Angeles County Division"
"1101","CA0710007",1.224006025,2018,"Diablo Water District","Diablo Water District"
"1102","CA4210004",1.231977914,2018,"Goleta Water District","Goleta Water District"
"1103","CA4210011",0.947457017,2018,"Santa Maria  City Of","City of Santa Maria"
"1104","CA0510016",3.511301581,2018,"Calaveras County Water District","Calaveras County Water District - Ebbetts Pass"
"1105","CA0510006",8.976659982,2018,"Calaveras County Water District","Calaveras County Water District - Jenny Lind"
"1106","CA1910127",1.407326206,2018,"Covina  City Of","City of Covina"
"1107","CA1910028",0.648826594,2018,"Crescenta Valley Community Water District","Crescenta Valley Water District"
"1108","CAcharacter(0)",0.691955362,2018,"Mid-Peninsula Water District","Mid-Peninsula Water District"
"1109","CA5610063",1.968371607,2019,"Camrosa Water District","Camrosa Water District"
"1110","CAcharacter(0)",1.450875019,2018,"Fair Oaks Water District","Fair Oaks Water District"
"1111","CA3710016",0.00765,2018,"Rainbow Municipal Water District","Rainbow Municipal Water District"
"1112","CA4810001",2.298665447,2018,"Benicia  City Of","City of Benicia"
"1113","CA1910073",1.294975999,2018,"Lomita  City Of","City of Lomita"
"1114","CA3410018",4.343767275,2018,"Rio Linda - Elverta Community Water District","Rio Linda/ Elverta Community Water District"
"1115","CAcharacter(0)",2.62152409,2018,"El Dorado Irrigation District","El Dorado Irrigation District"
"1116","CA5010017",6.376432144,2018,"Patterson  City Of","City of Patterson"
"1117","CA4810008",1.478033871,2018,"Vacaville  City Of","City of Vacaville/Utilities Department"
"1118","CA3710042",-1.734760255,2019,"San Diego County Water Authority","San Diego/San Diego County Water Authority"
"1119","CA1510015",0.431574704,2018,"Oildale Mutual Water Company","OILDALE MUTUAL WATER COMPANY"
"1120","CA3610052",2.531189057,2018,"Victorville Water District","City of Victorville"
"1121","CA3610001",2.376092278,2018,"Adelanto  City Of","PERC Water/City of Adelanto"
"1122","CAcharacter(0)",0.935798011,2018,"Westborough Water District","Westborough Water District"
"1123","CA0310002",4.329806745,2018,"Amador Water Agency","Amador Water Agency"
"1124","CAcharacter(0)",2.866919738,2019,"Orchard Dale Water District","Orchard Dale Water District"
"1125","CA1910124",0.805965404,2018,"Pasadena  City Of","City of Pasadena"
"1126","CA3810011",1.903155594,2019,"San Francisco Public Utilities Commision","San Francisco Public Utilities Commission"
"1127","CA2810005",0.803190555,2018,"American Canyon  City Of","City of American Canyon"
"1128","CA1510032",1.659713833,2018,"California City","City of California City"
"1129","CA5710003",8.691756642,2018,"West Sacramento  City Of","City of West Sacramento"
"1130","CA4210006",1.568621592,2018,"Morgan Hill  City Of","City of Morgan Hill Water Department"
"1131","CA1910063",0.755061438,2018,"Lincoln Avenue Water Company","Lincoln Avenue Water Company"
"1132","CA2410009",1.773976343,2018,"Merced  City Of","City of Merced"
"1133","CA3610012",-1.38065906,2018,"Chino  City Of","City of Chino"
"1134","CA1510001",4.17780019,2018,"Arvin Community Service District","Arvin Community Services District"
"1135","CA5410003",2.020041594,2018,"Exeter  City Of","City of Exeter"
"1136","CA3010046",2.071872319,2018,"Tustin  City Of","City of Tustin"
"1137","CA1510006",-1.826362584,2018,"East Niles Community Services District","East Niles Community Services District"
"1138","CA2310003",2.437459034,2018,"Ukiah  City Of","City of Ukiah"
"1139","CA3610037",0.734026919,2018,"Redlands  City Of","City of Redlands"
"1140","CA0410006",2.077746937,2017,"South Feather Water and Power","South Feather Water and Power Agency"
"1141","CA2410005",8.071983888,2018,"Los Banos  City Of","City of Los Banos"
"1142","CA1910156",2.599919008,2017,"Beverly Hills  City Of","City of Beverly Hills"
"1143","CA5510009",0.218327467,2018,"Groveland Community Services District","Groveland Community Services District"
"1144","CA4410013",0.762077049,2018,"Scotts Valley Water District","Scotts Valley Water District"
"1145","CA4410013",0.74838648,2017,"Scotts Valley Water District","Scotts Valley Water District"
"1146","CA2410004",0.363191565,2018,"Livingston  City Of","City of Livingston"
"1147","CA1910204",0.395184217,2017,"Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey","Los Angeles County Waterworks District No. 29"
"1148","CA2710011",3.387260896,2018,"Soledad  City Of","City of Soledad"
"1149","CA2710011",0.622080467,2017,"Soledad  City Of","City of Soledad"
"1150","CA1910130",0.627857694,2019,"Quartz Hill Water District","Quartz Hill Water District"
"1151","CA1610004",2.361644755,2018,"Corcoran  City Of","Corcoran / City of Corcoran"
"1152","CA5010013",6.104471829,2018,"Newman  City of","City of Newman"
"1153","CA1010001",5.60779837,2018,"Bakman Water Company","Bakman Water Company"
"1154","CA2010002",0.284632631,2018,"Madera  City Of","City of Madera"
"1155","CA1810001",3.669249835,2018,"Susanville  City Of","City of Susanville"
"1156","CAcharacter(0)",NA,NA,"Orangevale Water Company",NA
"1157","CA15100021",0.221045252,2018,"Wasco  City Of","City of Wasco"
"1158","CA1049",3.755467516,2019,"Coalinga  City Of","City of Coalinga"
"1159","CA1510029",1.223736838,2018,"Vaughn Water Company","Vaughn Water Company"
"1160","CA3010079",1.181247683,2017,"El Toro Water District","El Toro Water District"
"1161","CA5010017",7.235482391,2017,"Patterson  City Of","City of Patterson"
"1162","CA5010017",5.937386575,2018,"Patterson  City Of","City of Patterson"
"1163","CA1910042",0.165515618,2018,"Pico Rivera  City Of","City of Pico Rivera Water Authority"
"1164","CAcharacter(0)",NA,NA,"Tehachapi  City Of",NA
"1165","CA3901111",0.675934645,2018,"Norwalk  City Of","City of Norwalk"
"1166","CAcharacter(0)",2.673660135,2017,"Yuba City","Yuba City Water Department"
"1167","CAcharacter(0)",2.643737342,2018,"Yuba City","Yuba City Water Department"
"1168","CAcharacter(0)",NA,2016,"Compton  City Of","City of Compton"
"1169","CAcharacter(0)",NA,2017,"Compton  City Of","City of Compton"
"1170","CA1910245",1.029898723,2018,"Santa Fe Springs  City Of","City of Santa Fe Springs Water Department"
"1171","CA1910026",NA,2016,"Compton  City Of","City of Compton"
"1172","CA1910026",NA,2017,"Compton  City Of","City of Compton"
"1173","CAcharacter(0)",2.832708556,2018,"Menlo Park  City Of","City of Menlo Park"
"1174","CA2710001",0.998225047,2019,"Alco Water Service","SALINAS / ALCO WATER SERVICE"
"1175","CA4410011",3.671491785,2019,"Watsonville  City Of","City of Watsonville"
"1176","CA1910194",0.995267211,2019,"Rowland Water District","Rowland Water District"
"1177","CA1310004",12.94773888,2019,"El Centro  City Of","City of El Centro"
"1178","CA3310002",2.393648141,2019,"Beaumont - Cherry Valley Water District","Beaumont Cherry Valley Water District"
"1179","CA2910004",1.275772745,2019,"Nevada Irrigation District","Nevada Irrigation District"
"1180","CA2910006",2.079016509,2019,"Nevada Irrigation District","Nevada Irrigation District"
"1181","CA2910023",0.671411028,2019,"Nevada Irrigation District","Nevada Irrigation District"
"1182","CA3310051",2.90991305,2019,"Myoma Dunes Mutual Water Company","Myoma Dunes Water Company"
"1183","CAcharacter(0)",1.408506742,2019,"Elk Grove Water District","Elk Grove Water District"
"1184","CA1610003",-0.100801969,2016,"Hanford  City Of","City of Hanford"
"1185","CA1610003",5.798765543,2017,"Hanford  City Of","City of Hanford"
"1186","CA3710018",0.453126018,2019,"Rincon Del Diablo Municipal Water District","Rincon del Diablo Municipal Water District"
"1187","CA4810003",2.546742412,2019,"Fairfield  City Of","City of Fairfield"
"1188","CA1910234",0.81955471,2019,"Walnut Valley Water District","Walnut Valley Water District"
"1189","CA3610064",0.360653942,2019,"East Valley Water District","East Valley Water District"
"1190","CA1010003",0.981156717,2019,"Clovis  City Of","City of Clovis"
"1191","CAcharacter(0)",0.555373478,2019,"Hesperia Water District","Hesperia Water District (CA3610024)"
"1192","CA4010001",0.340108926,2019,"Arroyo Grande  City Of","City of Arroyo Grande"
"1193","CA1910019",0.715206701,2019,"Cerritos  City Of","City of Cerritos"
"1194","CAc(""30"", ""10002"")",0.291440599,2019,"Brea  City Of","City of Brea"
"1195","CA3010079",1.167053442,2019,"El Toro Water District","El Toro Water District"
"1196","CA4910005",1.113995681,2019,"Healdsburg  City Of","City of Healdsburg"
"1197","CA1910179",0.892752702,2019,"Burbank  City Of","City of Burbank"
"1198","CA1910003",0.32739239,2019,"Arcadia  City Of","City of Arcadia"
"1199","CAcharacter(0)",NA,NA,"South Gate  City Of",NA
"1200","CA1910126",2.200665925,2019,"Pomona  City Of","City of Pomona"
"1201","CA3010017",0.923809573,2019,"Laguna Beach County Water District","Laguna Beach County Water District"
"1202","CA0110008",1.430746651,2019,"Pleasanton  City Of","City of Pleasanton"
"1203","CA3510001",2.539743551,2019,"Hollister  City Of","City of Hollister"
"1204","CA7038",1.622228266,2019,"Tracy  City Of","City of Tracy"
"1205","CA4710011",2.078008945,2019,"Yreka  City Of","City of Yreka"
"1206","CAcharacter(0)",0.928332558,2019,"Fullerton  City Of","City of Fullerton"
"1207","CAcharacter(0)",4.765414086,2019,"Kerman  City Of","City of Kerman"
"1208","CA2170008",1.10070387,2019,"Greenfield  City Of","City of Greenfield"
"1209","CAcharacter(0)",0.849688854,2019,"Victorville Water District","City Of Victorville"
"1210","CA4810005",3.591343932,2019,"Suisun - Solano Water Authority","Suisun-Solano Water Authority"
"1211","CA5110002",2.532139561,2019,"Yuba City","Yuba City Water Department"
"1212","CA3010010",0.928332558,2019,"Fullerton  City Of","City of Fullerton"
"1213","CA2810003",1.871727115,2019,"Napa  City Of","City of Napa"
"1214","CAcharacter(0)",0.906885791,2019,"Millbrae  City Of","City of Millbrae"
"1215","CA0110011",2.909200083,2019,"Livermore  City Of","City of Livermore Water"
"1216","CA3710005",0.521348663,2019,"Carlsbad Municipal Water District","Carlsbad Municipal Water District"
"1217","CAcharacter(0)",1.933433352,2019,"Yorba Linda Water District","Yorba Linda Water District"
"1218","CA3710026",0.656657162,2019,"Valley Center Municipal Water District","Valley Center Municipal Water District"
"1219","CA2610001",1.054937061,2019,"Mammoth Community Water District","Mammoth Lakes"
"1220","CA4410017",0.834449832,2019,"Soquel Creek Water District","Soquel Creek Water District"
"1221","CA5710006",5.445190604,2019,"Woodland  City Of","City of Woodland"
"1222","CA1510031",1.550680453,2019,"Bakersfield  City Of","CITY OF BAKERSFIELD"
"1223","CA1010019",4.245423889,2017,"Kingsburg  City Of","City of Kingsburg"
"1224","CA1010019",3.388578942,2018,"Kingsburg  City Of","City of Kingsburg"
"1225","CA1010019",3.074127161,2019,"Kingsburg  City Of","City of Kingsburg"
"1226","CAcharacter(0)",1.527554114,2019,"Huntington Beach  City Of","City of Huntington Beach"
"1227","CAc(""301"", ""0064"")",0.876586217,2019,"Westminster  City Of","City of Westminster Water Department"
