"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","Pop_per_conn","log10PopCat"
"2007","CA3400181","LAGUNA DEL SOL INC","SACRAMENTO",470,170,"Privately owned, non-PUC-regulated (Community Water System)",2.76470588235294,2
"2008","CA3400190","IMPERIAL MANOR MOBILEHOME COMMUNITY","SACRAMENTO",200,186,"Privately owned, non-PUC-regulated (Community Water System)",1.0752688172043,2
"2009","CA3400191","ELEVEN OAKS MOBILE HOME COMMUNITY","SACRAMENTO",262,136,"Privately owned, non-PUC-regulated (Community Water System)",1.92647058823529,2
"2010","CA3400198","CARA BAY APARTMENTS","SACRAMENTO",500,85,"Privately owned, non-PUC-regulated (Community Water System)",5.88235294117647,2
"2011","CA3400217","HOMETOWN COLONIAL ESTATES LLC","SACRAMENTO",438,146,"Privately owned, non-PUC-regulated (Community Water System)",3,2
"2012","CA3400335","HOLIDAY MOBILE VILLAGE","SACRAMENTO",200,119,"Privately owned, non-PUC-regulated (Community Water System)",1.68067226890756,2
"2013","CA3400401","PLANTATION MOBILE HOME PARK","SACRAMENTO",44,45,"Privately owned, non-PUC-regulated (Community Water System)",0.977777777777778,1
"2014","CA3600010","LIBERTY UTILITIES APPLE VALLEY","SAN BERNARDINO",170,49,"Privately owned, PUC-regulated, for profit water company",3.46938775510204,2
"2015","CA3600012","APPLE VALLEY VIEW MWC","SAN BERNARDINO",275,81,"Privately owned Mutual Water Company or Association",3.39506172839506,2
"2016","CA3600031","BIG PINE TRACT","SAN BERNARDINO",300,140,"Privately owned, non-PUC-regulated (Community Water System)",2.14285714285714,2
"2017","CA3600064","CAMP WATERMAN MWC","SAN BERNARDINO",55,30,"Privately owned Mutual Water Company or Association",1.83333333333333,1
"2018","CA3600070","CENTER WATER CO","SAN BERNARDINO",662,49,"Privately owned Mutual Water Company or Association",13.5102040816327,2
"2019","CA3600071","CHAMISAL MWC","SAN BERNARDINO",63,23,"Privately owned Mutual Water Company or Association",2.73913043478261,1
"2020","CA3600088","DESERT DAWN MWC","SAN BERNARDINO",150,45,"Privately owned Mutual Water Company or Association",3.33333333333333,2
"2021","CA3600089","DESERT SPRINGS MWC","SAN BERNARDINO",325,68,"Privately owned Mutual Water Company or Association",4.77941176470588,2
"2022","CA3600114","CSA 70 W-3 HACIENDA","SAN BERNARDINO",695,153,"Local Government",4.54248366013072,2
"2023","CA3600152","LOMA LINDA UNIVERSITY","SAN BERNARDINO",8500,83,"Privately owned, non-PUC-regulated (Community Water System)",102.409638554217,3
"2024","CA3600156","LUCERNE VALLEY MWC","SAN BERNARDINO",275,70,"Privately owned Mutual Water Company or Association",3.92857142857143,2
"2025","CA3600166","MILL CREEK MSC","SAN BERNARDINO",315,63,"Privately owned, non-PUC-regulated (Community Water System)",5,2
"2026","CA3600172","MP MINE OPERATIONS LLC","SAN BERNARDINO",172,25,"Privately owned, non-PUC-regulated (Community Water System)",6.88,2
"2027","CA3600187","OLIVE DELL RANCH","SAN BERNARDINO",350,100,"Privately owned, non-PUC-regulated (Community Water System)",3.5,2
"2028","CA3600196","CSA 70 W-4 PIONEERTOWN","SAN BERNARDINO",400,120,"Local Government",3.33333333333333,2
"2029","CA3600215","GILBERT STREET COMPLEX","SAN BERNARDINO",1000,15,"Local Government",66.6666666666667,3
"2030","CA3600220","CSA 42 ORO GRANDE","SAN BERNARDINO",700,140,"Local Government",5,2
"2031","CA3600226","CSA 70-F MORONGO","SAN BERNARDINO",450,88,"Local Government",5.11363636363636,2
"2032","CA3600258","SKY FOREST MWC","SAN BERNARDINO",605,121,"Privately owned Mutual Water Company or Association",5,2
"2033","CA3600260","SMILEY PARK COUNTRY CLUB","SAN BERNARDINO",530,106,"Privately owned Mutual Water Company or Association",5,2
"2034","CA3600283","DEPARTMENT OF WATER AND POWER","SAN BERNARDINO",388,125,"Local Government",3.104,2
"2035","CA3600297","GORDON ACRES WATER CO","SAN BERNARDINO",200,66,"Privately owned, non-PUC-regulated (Community Water System)",3.03030303030303,2
"2036","CA3600301","STRAWBERRY LODGE MWC","SAN BERNARDINO",640,128,"Privately owned Mutual Water Company or Association",5,2
"2037","CA3600388","DESERT VIEW MOBILE PARK","SAN BERNARDINO",130,29,"Privately owned, PUC-regulated, for profit water company",4.48275862068965,2
"2038","CA3600391","HILLCREST MOBILE ESTATES","SAN BERNARDINO",900,180,"Privately owned Mutual Water Company or Association",5,2
"2039","CA3600397","MOSS MOBILE MANOR","SAN BERNARDINO",290,43,"Privately owned, non-PUC-regulated (Community Water System)",6.74418604651163,2
"2040","CA3600399","PARADISE MOBILE ESTATES","SAN BERNARDINO",190,38,"Privately owned, non-PUC-regulated (Community Water System)",5,2
"2041","CA3601010","CRYSTAL LAKE PROPERTY OWNERS","SAN BERNARDINO",213,61,"Privately owned Mutual Water Company or Association",3.49180327868852,2
"2042","CA3601015","IRONWOOD CAMP","SAN BERNARDINO",1000,73,"Privately owned, non-PUC-regulated (Community Water System)",13.6986301369863,3
"2043","CA3601182","HIGH DESERT DETENTION CENTER","SAN BERNARDINO",300,1,"Local Government",300,2
"2044","CA3700071","HEAVENLY OAKS","SAN DIEGO",300,102,"Privately owned, non-PUC-regulated (Community Water System)",2.94117647058824,2
"2045","CA3700073","H & J WATER COMPANY","SAN DIEGO",50,34,"Privately owned Mutual Water Company or Association",1.47058823529412,1
"2046","CA3700074","CUYAMACA WATER DISTRICT","SAN DIEGO",200,159,"Privately owned, non-PUC-regulated (Community Water System)",1.25786163522013,2
"2047","CA3700859","RANCHO DEL CAMPO WATER SYSTEM","SAN DIEGO",290,110,"Local Government",2.63636363636364,2
"2048","CA3700897","GUATAY MUTUAL BENEFIT CORPORATION","SAN DIEGO",100,35,"Privately owned, non-PUC-regulated (Community Water System)",2.85714285714286,2
"2049","CA3700933","PALOMAR MOUNTAIN MUTUAL WATER CO.","SAN DIEGO",70,197,"Privately owned Mutual Water Company or Association",0.355329949238579,1
"2050","CA3700937","LAZY H MUTUAL WATER COMPANY","SAN DIEGO",70,45,"Privately owned Mutual Water Company or Association",1.55555555555556,1
"2051","CA3700962","OAKVALE PARK","SAN DIEGO",100,125,"Privately owned, non-PUC-regulated (Community Water System)",0.8,2
"2052","CA3700968","SAN PASQUAL ACADEMY","SAN DIEGO",350,42,"Local Government",8.33333333333333,2
"2053","CA3701184","BUTTERFIELD RANCH","SAN DIEGO",350,75,"Privately owned, non-PUC-regulated (Community Water System)",4.66666666666667,2
"2054","CA3701341","QUIET OAKS MOBILE HOME PARK","SAN DIEGO",120,45,"Privately owned, PUC-regulated, for profit water company",2.66666666666667,2
"2055","CA3701747","NORTH PEAK MUTUAL WATER COMPANY","SAN DIEGO",25,92,"Privately owned Mutual Water Company or Association",0.271739130434783,1
"2056","CA3701780","RICHARDSON BEARDSLEY PARK INC.","SAN DIEGO",28,20,"Privately owned Mutual Water Company or Association",1.4,1
"2057","CA3701837","WYNOLA WATER DISTRICT","SAN DIEGO",120,73,"Local Government",1.64383561643836,2
"2058","CA3701934","PINE VALLEY BIBLE CONFERENCE CENTER","SAN DIEGO",350,44,"Privately owned, PUC-regulated, for profit water company",7.95454545454545,2
"2059","CA3701988","ALPINE OAKS ESTATES LLC","SAN DIEGO",125,68,"Privately owned, non-PUC-regulated (Community Water System)",1.83823529411765,2
"2060","CA3702236","PALOMAR OBSERVATORY","SAN DIEGO",50,27,"Privately owned, non-PUC-regulated (Community Water System)",1.85185185185185,1
"2061","CA3900504","CLEMENTS WATER WORKS #43","SAN JOAQUIN",120,65,"Local Government",1.84615384615385,2
"2062","CA3900505","FARMINGTON WATER COMPANY","SAN JOAQUIN",270,82,"Privately owned, non-PUC-regulated (Community Water System)",3.29268292682927,2
"2063","CA3900558","RANCHO SAN JOAQUIN WATER SYS","SAN JOAQUIN",141,51,"Local Government",2.76470588235294,2
"2064","CA3900559","WINE COUNTRY APARTMENTS","SAN JOAQUIN",40,16,"Privately owned, non-PUC-regulated (Community Water System)",2.5,1
"2065","CA3900561","LODI LAKE MOBILE HOME PARK","SAN JOAQUIN",104,52,"Privately owned, non-PUC-regulated (Community Water System)",2,2
"2066","CA3900569","EL RIO MOBILE HOME PARK","SAN JOAQUIN",60,28,"Privately owned, non-PUC-regulated (Community Water System)",2.14285714285714,1
"2067","CA3900579","CENTURY MOBILE HOME PARK","SAN JOAQUIN",50,16,"Privately owned, non-PUC-regulated (Community Water System)",3.125,1
"2068","CA3900596","VILLA CEREZOS","SAN JOAQUIN",200,82,"Privately owned, non-PUC-regulated (Community Water System)",2.4390243902439,2
"2069","CA3900602","TAHAMA VILLAGE MOBILE HOME PARK","SAN JOAQUIN",200,68,"Privately owned, non-PUC-regulated (Community Water System)",2.94117647058824,2
"2070","CA3900637","BIG WHEEL MOBILE HOME PARK","SAN JOAQUIN",120,55,"Privately owned, non-PUC-regulated (Community Water System)",2.18181818181818,2
"2071","CA3900649","GLENWOOD MOBILE HOME PARK","SAN JOAQUIN",100,50,"Privately owned, non-PUC-regulated (Community Water System)",2,2
"2072","CA3900661","MAPACHE TRAILER PARK","SAN JOAQUIN",275,99,"Privately owned, non-PUC-regulated (Community Water System)",2.77777777777778,2
"2073","CA3900682","LOCKEFORD MOBILE HOME PARK WTR SYS","SAN JOAQUIN",100,44,"Privately owned, PUC-regulated, for profit water company",2.27272727272727,2
"2074","CA3900701","CURRIER ESTATES WATER CORP","SAN JOAQUIN",148,37,"Privately owned Mutual Water Company or Association",4,2
"2075","CA3900726","BENTLEY TRAILER COURT","SAN JOAQUIN",84,28,"Privately owned, non-PUC-regulated (Community Water System)",3,1
"2076","CA3900732","V & P TRAILER COURT WATER SYSTEM","SAN JOAQUIN",35,15,"Privately owned, non-PUC-regulated (Community Water System)",2.33333333333333,1
"2077","CA3900733","COUNTRY CLUB VISTA MUTUAL WATER CO","SAN JOAQUIN",75,31,"Privately owned Mutual Water Company or Association",2.41935483870968,1
"2078","CA3900762","RIVERSIDE MOBILE HOME PARK","SAN JOAQUIN",55,28,"Privately owned, non-PUC-regulated (Community Water System)",1.96428571428571,1
"2079","CA3900805","MOREHEAD PARK","SAN JOAQUIN",300,108,"Privately owned, PUC-regulated, for profit water company",2.77777777777778,2
"2080","CA3900813","HAVEN ACRES RIVER CLUB INC","SAN JOAQUIN",100,51,"Privately owned, non-PUC-regulated (Community Water System)",1.96078431372549,2
"2081","CA3900831","ARBOR MOBILE HOME PARK WS","SAN JOAQUIN",340,173,"Privately owned, non-PUC-regulated (Community Water System)",1.96531791907514,2
"2082","CA3900921","CARDOZA VILLA CORP","SAN JOAQUIN",30,16,"Privately owned, non-PUC-regulated (Community Water System)",1.875,1
"2083","CA3900927","SPRING CREEK ESTATES PWS","SAN JOAQUIN",90,36,"Local Government",2.5,1
"2084","CA3900964","SAHARA MOBILE COURT","SAN JOAQUIN",300,175,"Privately owned, non-PUC-regulated (Community Water System)",1.71428571428571,2
"2085","CA3901081","MOBILE VILLAS TRAILER PARK","SAN JOAQUIN",130,32,"Privately owned, non-PUC-regulated (Community Water System)",4.0625,2
"2086","CA3901092","SAN JOAQUIN WATER WORKS #2","SAN JOAQUIN",293,98,"Local Government",2.98979591836735,2
"2087","CA3901114","KING ISLAND TRAILER PARK WATER SYSTEM","SAN JOAQUIN",200,76,"Privately owned, non-PUC-regulated (Community Water System)",2.63157894736842,2
"2088","CA3901159","WILKINSON MANOR A-ZONE PWS","SAN JOAQUIN",100,38,"Local Government",2.63157894736842,2
"2089","CA3901172","PAR COUNTRY ESTATES CSA-16","SAN JOAQUIN",120,51,"Local Government",2.35294117647059,2
"2090","CA3901213","SUNNY ROAD WATER SYSTEM","SAN JOAQUIN",30,15,"Privately owned, non-PUC-regulated (Community Water System)",2,1
"2091","CA3901216","SANTOS RANCH PWS #5-CSA #35","SAN JOAQUIN",250,105,"Local Government",2.38095238095238,2
"2092","CA4000200","BASSI RANCH MUTUAL WATER CO.","SAN LUIS OBISPO",85,27,"Privately owned Mutual Water Company or Association",3.14814814814815,1
"2093","CA4000203","IRISH HILLS MUTUAL WATER CO","SAN LUIS OBISPO",135,58,"Privately owned Mutual Water Company or Association",2.32758620689655,2
"2094","CA4000230","CANYON CREST MUTUAL BENEFIT WC","SAN LUIS OBISPO",125,54,"Privately owned Mutual Water Company or Association",2.31481481481481,2
"2095","CA4000506","WOODLAND PARK MUTUAL WATER CO","SAN LUIS OBISPO",500,151,"Privately owned Mutual Water Company or Association",3.3112582781457,2
"2096","CA4000507","GARDEN FARMS C.W.D.","SAN LUIS OBISPO",240,107,"Local Government",2.24299065420561,2
"2097","CA4000523","S & T MUTUAL WATER COMPANY","SAN LUIS OBISPO",575,181,"Privately owned Mutual Water Company or Association",3.1767955801105,2
"2098","CA4000554","GREEN RIVER MUTUAL WATER CO.","SAN LUIS OBISPO",350,115,"Privately owned Mutual Water Company or Association",3.04347826086957,2
"2099","CA4000563","HIGUERA APARTMENTS","SAN LUIS OBISPO",30,24,"Privately owned, non-PUC-regulated (Community Water System)",1.25,1
"2100","CA4000653","RANCHO COLINA MOBILE HOME PARK","SAN LUIS OBISPO",250,126,"Privately owned Mutual Water Company or Association",1.98412698412698,2
"2101","CA4000670","WALNUT HILLS MUTUAL WATER CO","SAN LUIS OBISPO",486,26,"Privately owned Mutual Water Company or Association",18.6923076923077,2
"2102","CA4000749","TERRA DE ORO WATER COMPANY","SAN LUIS OBISPO",35,17,"Privately owned, non-PUC-regulated (Community Water System)",2.05882352941176,1
"2103","CA4000789","SPANISH LAKES MUTUAL WATER CO","SAN LUIS OBISPO",40,1,"Privately owned Mutual Water Company or Association",40,1
"2104","CA4000802","SANTA YSABEL RANCH MWC","SAN LUIS OBISPO",25,146,"Privately owned Mutual Water Company or Association",0.171232876712329,1
"2105","CA4000815","LAS VENTANAS RANCH","SAN LUIS OBISPO",100,25,"Privately owned Mutual Water Company or Association",4,2
"2106","CA4200505","CACHUMA VILLAGE","SANTA BARBARA",60,24,"Privately owned, non-PUC-regulated (Community Water System)",2.5,1
"2107","CA4200531","RANCHO MARCELINO WAT","SANTA BARBARA",240,80,"Privately owned Mutual Water Company or Association",3,2
"2108","CA4200556","FOSTER ROAD MWC","SANTA BARBARA",150,49,"Privately owned, non-PUC-regulated (Community Water System)",3.06122448979592,2
"2109","CA4200578","PAINTED CAVE","SANTA BARBARA",243,85,"Privately owned, non-PUC-regulated (Community Water System)",2.85882352941176,2
"2110","CA4200579","ROSARIO PARK","SANTA BARBARA",38,14,"Privately owned Mutual Water Company or Association",2.71428571428571,1
"2111","CA4200580","SAN MARCOS TROUT CLUB","SANTA BARBARA",120,33,"Privately owned, non-PUC-regulated (Community Water System)",3.63636363636364,2
"2112","CA4200618","MIDLAND SCHOOL","SANTA BARBARA",150,45,"Privately owned, non-PUC-regulated (Community Water System)",3.33333333333333,2
"2113","CA4200678","SANTA ANITA MWC","SANTA BARBARA",38,19,"Privately owned Mutual Water Company or Association",2,1
"2114","CA4200693","ELLWOOD MUTUAL WATER CO.","SANTA BARBARA",186,56,"Privately owned, non-PUC-regulated (Community Water System)",3.32142857142857,2
"2115","CA4200702","VIEJA MUTUAL WATER CO.","SANTA BARBARA",75,25,"Privately owned Mutual Water Company or Association",3,1
"2116","CA4200703","EL CAPITAN MUTUAL WATER CO","SANTA BARBARA",135,20,"Privately owned Mutual Water Company or Association",6.75,2
"2117","CA4200721","NAPLES","SANTA BARBARA",67,23,"Privately owned, non-PUC-regulated (Community Water System)",2.91304347826087,1
"2118","CA4200800","EAST VALLEY FARMS MUTUAL WATER","SANTA BARBARA",125,40,"Privately owned Mutual Water Company or Association",3.125,2
"2119","CA4200802","OAK TRAIL RANCH","SANTA BARBARA",105,31,"Privately owned Mutual Water Company or Association",3.38709677419355,2
"2120","CA4200804","WALKING M RANCHES","SANTA BARBARA",54,17,"Privately owned Mutual Water Company or Association",3.17647058823529,1
"2121","CA4200822","SANTA RITA WATER","SANTA BARBARA",66,20,"Privately owned Mutual Water Company or Association",3.3,1
"2122","CA4200837","RANCHO YNECITA","SANTA BARBARA",126,39,"Privately owned, non-PUC-regulated (Community Water System)",3.23076923076923,2
"2123","CA4200842","SAINT MARIE MHP","SANTA BARBARA",250,80,"Privately owned, non-PUC-regulated (Community Water System)",3.125,2
"2124","CA4200848","VISTA HILLS MWC","SANTA BARBARA",75,21,"Privately owned, non-PUC-regulated (Community Water System)",3.57142857142857,1
"2125","CA4200862","MESA HILLS MUTUAL","SANTA BARBARA",54,36,"Privately owned Mutual Water Company or Association",1.5,1
"2126","CA4200870","CASMALIA COMM. SERVICE DIST.","SANTA BARBARA",234,55,"Local Government",4.25454545454545,2
"2127","CA4200891","BOBCAT SPRINGS MUTUAL","SANTA BARBARA",120,31,"Privately owned Mutual Water Company or Association",3.87096774193548,2
"2128","CA4400502","TROUT GULCH MUTUAL WATER COMPANY","SANTA CRUZ",552,184,"Privately owned Mutual Water Company or Association",3,2
"2129","CA4400539","MANANA WOODS","SANTA CRUZ",350,109,"Local Government",3.21100917431193,2
"2130","CA4400558","SAN ANDREAS MUTUAL WATER CO","SANTA CRUZ",350,140,"Privately owned Mutual Water Company or Association",2.5,2
"2131","CA4400582","PINE TREE LANE MUTUAL WATER CO","SANTA CRUZ",40,34,"Privately owned, non-PUC-regulated (Community Water System)",1.17647058823529,1
"2132","CA4400598","PURESOURCE WATER, INC","SANTA CRUZ",172,79,"Privately owned, PUC-regulated, for profit water company",2.17721518987342,2
"2133","CA4400599","SUNSET BEACH MUTUAL WATER CO","SANTA CRUZ",150,65,"Privately owned Mutual Water Company or Association",2.30769230769231,2
"2134","CA4400605","CRESTWOOD HEIGHTS WATER ASSN","SANTA CRUZ",45,45,"Privately owned Mutual Water Company or Association",1,1
"2135","CA4400611","JARVIS MUTUAL WATER SYSTEM","SANTA CRUZ",53,38,"Privately owned, non-PUC-regulated (Community Water System)",1.39473684210526,1
"2136","CA4400617","SUMMIT WEST MUTUAL WATER CO.","SANTA CRUZ",400,139,"Privately owned Mutual Water Company or Association",2.87769784172662,2
"2137","CA4400618","RIDGE MUTUAL WATER COMPANY","SANTA CRUZ",240,73,"Privately owned Mutual Water Company or Association",3.28767123287671,2
"2138","CA4400624","RANCHO CORRALITOS","SANTA CRUZ",60,31,"Privately owned Mutual Water Company or Association",1.93548387096774,1
"2139","CA4400645","HIDDEN MEADOW MUTUAL WATER CO","SANTA CRUZ",45,16,"Privately owned Mutual Water Company or Association",2.8125,1
"2140","CA4400660","RANCHO SAN ANDREAS","SANTA CRUZ",200,50,"Privately owned, non-PUC-regulated (Community Water System)",4,2
"2141","CA4400692","ALLAN LANE WATER ASSOCIATION","SANTA CRUZ",54,16,"Privately owned Mutual Water Company or Association",3.375,1
"2142","CA4400723","MISSION SPRINGS CONFERENCE CENTER","SANTA CRUZ",400,138,"Privately owned, non-PUC-regulated (Community Water System)",2.89855072463768,2
"2143","CA4400755","MONTEREY BAY ACADEMY","SANTA CRUZ",400,65,"Privately owned, non-PUC-regulated (Community Water System)",6.15384615384615,2
"2144","CA4400762","SHERIFF'S REHAB","SANTA CRUZ",150,4,"Local Government",37.5,2
"2145","CA4500007","VERDE VALE WATER COMPANY","SHASTA",356,108,"Privately owned Mutual Water Company or Association",3.2962962962963,2
"2146","CA4500012","CASCADE RACQUET CLUB MUTUAL WATER","SHASTA",89,27,"Privately owned Mutual Water Company or Association",3.2962962962963,1
"2147","CA4500013","LAKESIDE WOODS MUTUAL WATER CO","SHASTA",310,112,"Privately owned Mutual Water Company or Association",2.76785714285714,2
"2148","CA4500016","LAKEHEAD SUBD MUTUAL WATER CO","SHASTA",40,17,"Privately owned, non-PUC-regulated (Community Water System)",2.35294117647059,1
"2149","CA4500018","SALT CREEK SUMMER HOMES","SHASTA",151,47,"Privately owned, non-PUC-regulated (Community Water System)",3.21276595744681,2
"2150","CA4500062","LONE TREE MOBILE HOME PARK","SHASTA",85,26,"Privately owned, non-PUC-regulated (Community Water System)",3.26923076923077,1
"2151","CA4500063","CEDAR CREEK MOBILEHOME PARK","SHASTA",40,20,"Privately owned, non-PUC-regulated (Community Water System)",2,1
"2152","CA4500082","MIDWAY MOBILEHOME PARK","SHASTA",50,29,"Privately owned, non-PUC-regulated (Community Water System)",1.72413793103448,1
"2153","CA4500093","RED HILL MOBILEHOME PARK","SHASTA",35,24,"Privately owned, non-PUC-regulated (Community Water System)",1.45833333333333,1
"2154","CA4500101","LAKE SHASTA PINES RV PARK & CAMPGROUND","SHASTA",121,50,"Privately owned, non-PUC-regulated (Community Water System)",2.42,2
"2155","CA4500104","SUNRISE MOBILEHOME PARK","SHASTA",25,16,"Privately owned, non-PUC-regulated (Community Water System)",1.5625,1
"2156","CA4500106","RIO VISTA MOBILEHOME ESTATES","SHASTA",25,19,"Privately owned, non-PUC-regulated (Community Water System)",1.31578947368421,1
"2157","CA4500107","ZUFALL'S MOBILEHOME PARK","SHASTA",165,72,"Privately owned, PUC-regulated, for profit water company",2.29166666666667,2
"2158","CA4500203","RAPID RIVER MOBILEHOME PARK","SHASTA",92,44,"Privately owned, non-PUC-regulated (Community Water System)",2.09090909090909,1
"2159","CA4500247","WEST COTTONWOOD APARTMENTS","SHASTA",35,17,"Privately owned, non-PUC-regulated (Community Water System)",2.05882352941176,1
"2160","CA4500254","ANDERSON PARK VILLAGE","SHASTA",110,41,"Privately owned, non-PUC-regulated (Community Water System)",2.68292682926829,2
"2161","CA4500255","SACRAMENTO RIVER RV PARK","SHASTA",382,156,"Privately owned, non-PUC-regulated (Community Water System)",2.44871794871795,2
"2162","CA4500303","TUCKER OAKS EAST WATER DISTRICT","SHASTA",95,34,"Privately owned, non-PUC-regulated (Community Water System)",2.79411764705882,1
"2163","CA4500313","SHASTA CO CSA # 8 PALO CEDRO","SHASTA",261,79,"Local Government",3.30379746835443,2
"2164","CA5000008","KNIGHTS FERRY COMM. SVC. DIST.","STANISLAUS",168,67,"Local Government",2.50746268656716,2
"2165","CA5000019","RIVERDALE PARK TRACT CSD","STANISLAUS",610,178,"Privately owned Mutual Water Company or Association",3.42696629213483,2
"2166","CA5000033","COBLES CORNER","STANISLAUS",50,20,"Privately owned, non-PUC-regulated (Community Water System)",2.5,1
"2167","CA5000054","MORNINGSIDE MOBILEHOME PARK","STANISLAUS",67,49,"Privately owned, non-PUC-regulated (Community Water System)",1.36734693877551,1
"2168","CA5000058","FISHERMAN'S BEND MHP","STANISLAUS",80,87,"Privately owned, non-PUC-regulated (Community Water System)",0.919540229885057,1
"2169","CA5000072","MULBERRY MHP","STANISLAUS",148,53,"Privately owned, non-PUC-regulated (Community Water System)",2.79245283018868,2
"2170","CA5000080","COUNTRY WESTERN MOBILE HOME PARK","STANISLAUS",90,60,"Privately owned, non-PUC-regulated (Community Water System)",1.5,1
"2171","CA5000090","RIVERVIEW MOBILE HOME ESTATES","STANISLAUS",250,175,"Privately owned, non-PUC-regulated (Community Water System)",1.42857142857143,2
"2172","CA5000099","DEL RIO EAST HOA WATER SYSTEM","STANISLAUS",110,55,"Privately owned, non-PUC-regulated (Community Water System)",2,2
"2173","CA5000218","COUNTRY VILLA APTS","STANISLAUS",90,23,"Privately owned, non-PUC-regulated (Community Water System)",3.91304347826087,1
"2174","CA5000263","OASIS INVESTMENTS","STANISLAUS",75,31,"Privately owned, non-PUC-regulated (Community Water System)",2.41935483870968,1
"2175","CA5000297","BUEHNER HOUSES","STANISLAUS",25,13,"Privately owned, non-PUC-regulated (Community Water System)",1.92307692307692,1
"2176","CA5000313","BUEHNER WATER SYSTEM","STANISLAUS",150,50,"Privately owned, non-PUC-regulated (Community Water System)",3,2
"2177","CA5000316","HAKAM MISSON","STANISLAUS",45,14,"Privately owned, non-PUC-regulated (Community Water System)",3.21428571428571,1
"2178","CA5000317","OID #51 - SUNSET OAKS #10","STANISLAUS",287,82,"Privately owned, non-PUC-regulated (Community Water System)",3.5,2
"2179","CA5000408","WESTLEY CSD","STANISLAUS",70,35,"Local Government",2,1
"2180","CA5200007","HOWELL'S LAKESIDE WATER CO.","TEHAMA",75,55,"Privately owned, non-PUC-regulated (Community Water System)",1.36363636363636,1
"2181","CA5200008","BREESE SUBDIVISION 2","TEHAMA",75,30,"Privately owned, non-PUC-regulated (Community Water System)",2.5,1
"2182","CA5200012","VISTA GRANDE WATER SYSTEM","TEHAMA",400,141,"Privately owned, PUC-regulated, for profit water company",2.83687943262411,2
"2183","CA5200255","CORNING RV PARK","TEHAMA",112,40,"Privately owned, non-PUC-regulated (Community Water System)",2.8,2
"2184","CA5200510","RIVER RANCH MOBILE HOME PARK","TEHAMA",305,109,"Privately owned, non-PUC-regulated (Community Water System)",2.79816513761468,2
"2185","CA5200516","LAZY CORRAL MOBILE HOME PARK","TEHAMA",103,37,"Privately owned, non-PUC-regulated (Community Water System)",2.78378378378378,2
"2186","CA5200539","FRIENDLY ACRES MHP","TEHAMA",75,51,"Privately owned, non-PUC-regulated (Community Water System)",1.47058823529412,1
"2187","CA5200547","GATEWAY MOBILE HOME PARK","TEHAMA",75,30,"Privately owned, non-PUC-regulated (Community Water System)",2.5,1
"2188","CA5200548","LASSEN VIEW WATER DISTRICT","TEHAMA",85,30,"Privately owned Mutual Water Company or Association",2.83333333333333,1
"2189","CA5200556","MAYWOOD MOBILE HOME PARK","TEHAMA",140,50,"Privately owned, non-PUC-regulated (Community Water System)",2.8,2
"2190","CA5200562","SKY VIEW COUNTY WATER","TEHAMA",412,85,"Local Government",4.84705882352941,2
"2191","CA5200571","MOUNTAIN VALLEY APTS & RVP","TEHAMA",131,47,"Privately owned, non-PUC-regulated (Community Water System)",2.78723404255319,2
"2192","CA5200575","RANCHO COLORADO WS","TEHAMA",36,12,"Privately owned, non-PUC-regulated (Community Water System)",3,1
"2193","CA5200588","JUANITA COURT MUTUAL WATER","TEHAMA",42,14,"Privately owned Mutual Water Company or Association",3,1
"2194","CA5200600","GURNSEY AVENUE MUTUAL WATER SYSTEM","TEHAMA",25,15,"Privately owned, non-PUC-regulated (Community Water System)",1.66666666666667,1
"2195","CA5200657","NORCAL WATER WORKS","TEHAMA",45,17,"Privately owned, PUC-regulated, for profit water company",2.64705882352941,1
"2196","CA5201137","MILLSTREAM MOBILE HOME PARK","TEHAMA",80,53,"Privately owned, non-PUC-regulated (Community Water System)",1.50943396226415,1
"2197","CA5700571","MADISON SERVICE DIST","YOLO",876,150,"Local Government",5.84,2
"2198","CA5700615","YOLO CO HOUSING AUTHORITY-EL RIO VILLA","YOLO",432,113,"Privately owned, non-PUC-regulated (Community Water System)",3.82300884955752,2
"2199","CA5700700","CACHEVILLE SERVICE DIST","YOLO",400,160,"Local Government",2.5,2
"2200","CA5700712","CAL AM - DUNNIGAN","YOLO",400,173,"Privately owned, PUC-regulated, for profit water company",2.3121387283237,2
"2201","CA5700788","NORTH DAVIS MEADOWS","YOLO",314,95,"Local Government",3.30526315789474,2
"2202","CA5700797","MONROE/LEINBERGER CNTR - WATERS","YOLO",800,10,"Local Government",80,2
"2203","CA5800572","FAIRWAY DOWNS MUTUAL WATER CO","YUBA",100,28,"Privately owned Mutual Water Company or Association",3.57142857142857,2
"2204","CA5800803","LOMA RICA WATER COMPANY","YUBA",200,70,"Privately owned, PUC-regulated, for profit water company",2.85714285714286,2
"2205","CA5800805","LAKE FRANCIS MUTUAL WATER COMPANY","YUBA",60,19,"Privately owned, non-PUC-regulated (Community Water System)",3.15789473684211,1
"2206","CA5800807","AEROPINES","YUBA",45,21,"Privately owned Mutual Water Company or Association",2.14285714285714,1
"2207","CA5800814","BULLARD'S BAR REC FAC WTR SYS","YUBA",2200,44,"Local Government",50,3
"2208","CA5800820","RIVER HIGHLANDS CSD","YUBA",200,84,"Local Government",2.38095238095238,2
